1586851,2
1425532,2
1207452,2
1221735,2
632805,2
235196,2
1022570,2
481265,2
279078,2
2674499,2
1151784,2
593674,2
511926,2
1362747,2
372418,2
2582075,2
2499892,2
546583,2
2290847,2
424162,2
1254626,2
571326,2
1501808,2
1757958,2
2585280,2
1591934,2
2516912,2
425518,2
1533383,2
1831068,2
1506555,2
555849,2
938306,2
1812238,2
1709696,2
2051520,2
380906,2
696559,2
1946022,2
535974,2
533756,2
2540973,2
887156,2
2349184,2
19453,2
1958963,2
1704859,2
2444826,2
1151167,2
416604,2
1261937,2
2496940,2
460579,2
1818052,2
1138606,2
1564248,2
733109,2
1361427,2
2423731,2
2296968,2
1134915,2
740802,2
2669902,2
1935801,2
512856,2
879485,2
2408756,2
111495,2
2370184,2
1325777,2
224091,2
2096661,2
161514,2
1587249,2
80420,2
501770,2
1733370,2
1106715,2
1070682,2
807053,2
225593,2
180226,2
604224,2
102632,2
921152,2
70322,2
1580188,2
1442736,2
1674717,2
12366,2
393981,2
499389,2
2083437,2
1485038,2
2329340,2
808418,2
516455,2
7425,2
2537615,2
1054228,2
1269818,2
614709,2
1324396,2
624,2
1969588,2
617856,2
695339,2
1354452,2
1429563,2
752992,2
230486,2
1970287,2
1742870,2
548216,2
2756615,2
1126553,2
2527350,2
870763,2
424734,2
636333,2
1866751,2
181121,2
1275503,2
1865220,2
1208993,2
1218239,2
1062680,2
2573934,2
390051,2
56686,2
2663092,2
1205458,2
322526,2
1836595,2
22160,2
2370847,2
2617271,2
2147562,2
565006,2
594305,2
1390957,2
736657,2
2031962,2
961370,2
923373,2
2314693,2
383507,2
8859,2
166707,2
774731,2
1169627,2
524884,2
2350690,2
630786,2
599555,2
1367310,2
607308,2
222298,2
780123,2
1804986,2
1685019,2
920423,2
1289464,2
767216,2
541306,2
699753,2
2210688,2
623301,2
120628,2
2280051,2
1188976,2
1174911,2
163677,2
1367647,2
1842911,2
744610,2
1120223,2
2111093,2
122704,2
116159,2
2659874,2
662621,2
814136,2
1873625,2
1865178,2
231571,2
1748403,2
1764948,2
1728616,2
1499732,2
1486107,2
2149086,2
2677995,2
1210865,2
47800,2
1612370,2
2669178,2
783493,2
579362,2
2691784,2
870963,2
1353590,2
1144268,2
2006754,2
1388416,2
286623,2
372718,2
1888349,2
1699011,2
252568,2
2051171,2
383763,2
1153001,2
74953,2
385482,2
1827807,2
909880,2
196081,2
2349063,2
2625393,2
212553,2
155006,2
2356216,2
2187234,2
276260,2
958052,2
577801,2
1350841,2
1731224,2
2036223,2
171639,2
1219048,2
1541458,2
524110,2
874788,2
929717,2
864953,2
577763,2
1514358,2
692548,2
22508,2
1023664,2
1964786,2
527385,2
1736840,2
474832,2
90736,2
414841,2
311270,2
378064,2
2141943,2
1211670,2
994643,2
2281726,2
1580410,2
1744659,2
1680564,2
2169679,2
71272,2
127258,2
730470,2
1480385,2
286523,2
2469772,2
659791,2
2217302,2
1088476,2
1182142,2
488919,2
1051264,2
394476,2
1901065,2
2383554,2
2337191,2
1992440,2
239433,2
1802665,2
1626496,2
2605822,2
452301,2
964954,2
2182755,2
1969366,2
2439372,2
950568,2
182092,2
2409431,2
1845054,2
832563,2
256579,2
633649,2
2205424,2
910796,2
2381281,2
1016942,2
86946,2
442780,2
122843,2
143246,2
2119658,2
57977,2
136024,2
851156,2
2658858,2
537147,2
1704542,2
841261,2
304857,2
1424581,2
693321,2
2689798,2
260194,2
1791960,2
2307268,2
1595875,2
1413843,2
40218,2
2050601,2
2473191,2
298877,2
1604717,2
1649488,2
33305,2
934460,2
2681920,2
2369826,2
2504035,2
418889,2
1098519,2
1856173,2
199521,2
353271,2
30557,2
693094,2
1093579,2
304557,2
639961,2
1157080,2
1708006,2
1164313,2
64130,2
457921,2
637708,2
1310159,2
2189432,2
197382,2
578441,2
29219,2
1730915,2
835232,2
1869138,2
1137217,2
231584,2
359046,2
309579,2
2175677,2
260020,2
292621,2
1027306,2
2183115,2
1634724,2
2139697,2
654998,2
498450,2
892355,2
871106,2
869339,2
1883172,2
1757355,2
2072125,2
2018725,2
1829076,2
929362,2
2342172,2
535773,2
2388063,2
73700,2
1818262,2
740135,2
1968012,2
1309989,2
1324604,2
2641712,2
1560557,2
1653308,2
2644912,2
509530,2
1525770,2
693240,2
548490,2
844160,2
571805,2
1147807,2
22691,2
2383997,2
2203443,2
564256,2
507889,2
2756106,2
2302198,2
1606093,2
338768,2
350389,2
1784300,2
1544565,2
427808,2
78269,2
2515647,2
1742135,2
969883,2
2253056,2
1801349,2
2062343,2
1418954,2
141135,2
111688,2
1255918,2
388216,2
539551,2
831201,2
1048298,2
110685,2
2337726,2
87420,2
1637332,2
226648,2
111134,2
98702,2
2022575,2
663016,2
2659411,2
2005897,2
188959,2
884986,2
536914,2
1567652,2
1236534,2
1493188,2
501623,2
1389609,2
1773498,2
1091785,2
1510746,2
1048916,2
778575,2
724352,2
477130,2
1805954,2
1034406,2
900987,2
985276,2
525546,2
1471920,2
467181,2
813722,2
410391,2
1065726,2
832569,2
518642,2
2471300,2
432706,2
943969,2
2627462,2
2188905,2
797703,2
2233504,2
251798,2
1462469,2
923023,2
186016,2
2695028,2
2092256,2
2533652,2
617887,2
150505,2
2244877,2
1245998,2
2355606,2
368997,2
859035,2
813458,2
1898172,2
94876,2
1991368,2
145859,2
873255,2
1158394,2
968251,2
2664008,2
103801,2
2032111,2
1793260,2
1078428,2
2042912,2
1265581,2
1559080,2
2583075,2
248051,2
2209536,2
475199,2
2522574,2
2202187,2
951776,2
1852685,2
952499,2
653833,2
524592,2
2102551,2
2036928,2
2032161,2
1747686,2
2485111,2
466442,2
1367815,2
2224092,2
1695574,2
442479,2
622397,2
265187,2
1712765,2
1981852,2
2430957,2
2273519,2
2314150,2
542257,2
655325,2
596599,2
183227,2
2231856,2
1259593,2
1653909,2
1547200,2
1694,2
183885,2
471717,2
529327,2
2343081,2
869640,2
1128110,2
528532,2
359686,2
539583,2
2122652,2
94025,2
2263633,2
1674353,2
365135,2
1391751,2
1083161,2
719307,2
2028096,2
1287557,2
1410602,2
1881067,2
599450,2
766015,2
716729,2
2655075,2
399192,2
633277,2
1849753,2
2292831,2
2006190,2
364542,2
1877879,2
2497289,2
30763,2
1208173,2
379296,2
968278,2
330636,2
430980,2
583831,2
1470886,2
