105409,3045
46908,2406
87654,1819
165791,1670
55254,1509
65083,1221
170013,1130
119900,1104
15156,1050
155484,962
155425,915
24275,905
141422,901
65705,838
55666,831
60269,732
36223,728
165399,717
81436,717
52844,584
25024,582
61062,520
32040,509
143587,507
169147,507
39932,500
26585,475
5012,453
80572,450
35126,442
47720,412
158517,389
50197,382
51830,370
25218,361
58800,330
106478,322
96987,306
20357,303
36240,296
35809,286
25832,280
171932,274
26846,271
117062,265
22033,262
170664,260
161802,255
147828,248
64917,247
32276,240
62913,239
20631,236
153540,234
4167,232
122507,225
27784,219
140886,213
118401,213
144523,207
78408,200
42969,196
56694,196
168454,191
136041,191
102954,189
86373,189
5521,187
173443,185
102439,182
13335,182
110079,180
129513,180
13257,180
156691,179
136438,174
143590,173
144391,173
156758,172
143054,171
4738,165
5073,162
91712,161
38969,161
155895,159
25037,157
134494,157
1394,157
172720,151
137642,143
79710,141
38919,140
48272,135
7012,135
154665,133
5602,130
112714,129
77840,127
3986,126
12223,124
130078,124
14751,122
46471,121
102493,119
53133,118
81890,117
41386,116
40178,116
138917,116
152961,116
58697,115
139211,114
23496,113
34541,111
30369,108
156207,107
101344,107
132370,107
172669,104
34108,102
128810,99
58555,99
30648,98
133041,97
15258,97
19830,96
109240,96
111417,95
175368,94
99666,93
149884,91
83745,90
17367,90
70092,89
27662,89
144097,89
97517,88
138243,88
57204,87
150130,87
132283,87
86693,87
113445,86
28568,85
86723,85
16118,85
10370,84
109353,83
152055,82
160660,82
94057,82
47851,82
147912,81
26908,81
70115,81
81206,80
99739,80
140470,79
65535,78
137033,78
10831,78
3349,77
14830,77
72488,76
132008,76
157868,76
156956,75
154071,75
70455,74
39066,74
156581,73
27416,73
56963,73
80830,73
48325,73
38268,73
27718,72
24669,72
89216,71
121355,71
61192,70
138876,70
132996,70
72834,70
108565,68
799,68
124048,68
36401,67
136095,66
98614,65
53543,64
130203,63
86248,63
6334,63
24084,63
99507,62
58556,61
129439,60
67350,60
117905,60
97119,59
133954,59
92121,58
1265,58
63450,58
167333,58
73747,58
120056,57
53340,57
40724,56
73728,56
93989,56
57641,55
18292,55
