ax,ay
0.1500801382778127,0
0.15211960174909434,0
0.15081210191082803,0
0.16275,0
0.1500801382778127,0
0.1500801382778127,0
0.1516266914422685,0
0.15069992581602373,0
0.15249593411907392,0
0.1507365581188958,1
0.152047165316358,0
0.15069992581602373,0
0.15069992581602373,0
0.1520292536676458,1
0.1500801382778127,0
0.1507365581188958,1
0.1500801382778127,0
0.1500801382778127,0
0.1520292536676458,1
0.1500801382778127,0
0.1512686567164179,0
0.15069992581602373,0
0.1516266914422685,0
0.15201423283395335,0
0.15069992581602373,0
0.15069992581602373,0
0.1507365581188958,1
0.16179375,0
0.1507365581188958,1
0.15069992581602373,0
0.15069992581602373,0
0.1507365581188958,1
0.1507365581188958,1
0.15069992581602373,0
0.15283333333333332,0
0.1615909090909091,0
0.16179375,0
0.15069992581602373,0
0.15249593411907392,0
0.15249593411907392,0
0.1520292536676458,1
0.15069992581602373,0
0.1500801382778127,0
0.1516266914422685,0
0.16275,0
0.152047165316358,0
0.1507365581188958,1
0.1500801382778127,0
0.1500801382778127,0
0.206046875,1
0.15081210191082803,0
0.1512686567164179,0
0.15081210191082803,0
0.1512686567164179,0
0.1575,0
0.15069992581602373,0
0.1500801382778127,0
0.1512686567164179,0
0.15069992581602373,0
0.16890457233848952,0
0.1500801382778127,0
0.1500801382778127,0
0.1500801382778127,0
0.15069992581602373,0
0.1500801382778127,0
0.15081210191082803,0
0.1500801382778127,0
0.15069992581602373,0
0.1500801382778127,0
0.1500801382778127,0
0.1500801382778127,0
0.1500801382778127,0
0.15103665241027603,1
0.15249593411907392,0
0.1500801382778127,0
0.15069992581602373,0
0.15103665241027603,1
0.15728866240226463,0
0.1500801382778127,0
0.1520292536676458,1
0.15081210191082803,0
0.1500801382778127,0
0.1500801382778127,0
0.1507365581188958,1
0.1512686567164179,0
0.15218688622728083,0
0.15103665241027603,1
1.5708291882518095,0
0.1500801382778127,0
0.18535227272727273,0
0.1575,0
0.15283333333333332,0
0.1500801382778127,0
0.15211960174909434,0
0.1507365581188958,1
0.1500801382778127,0
0.15081210191082803,0
0.1500801382778127,0
0.27749999999999997,0
0.15478448870182768,0
0.1500801382778127,0
0.15283333333333332,0
0.1512686567164179,0
0.1516266914422685,0
0.16179375,0
0.1507365581188958,1
0.1507365581188958,1
0.152047165316358,0
0.152047165316358,0
0.1516266914422685,0
0.15103665241027603,1
0.1500801382778127,0
0.15211960174909434,0
0.15081210191082803,0
0.1507365581188958,1
0.15666413047074002,35
0.15069992581602373,0
0.15103665241027603,1
0.1500801382778127,0
0.1516266914422685,0
0.1516266914422685,0
0.15069992581602373,0
0.15211960174909434,0
0.1615909090909091,0
0.15081210191082803,0
0.1512686567164179,0
0.1500801382778127,0
0.15103665241027603,1
0.15218688622728083,0
0.15211960174909434,0
0.1500801382778127,0
0.15478448870182768,0
0.15069992581602373,0
0.1500801382778127,0
0.1500801382778127,0
0.15243630573248407,0
0.1575,0
0.1520292536676458,1
0.15069992581602373,0
0.152047165316358,0
0.1520292536676458,1
0.1719402866242038,0
0.20102063681585242,0
0.15069992581602373,0
0.1512686567164179,0
0.1625986646884273,0
0.15103665241027603,1
0.1575,0
0.27439670624751994,0
0.15130436107464718,0
0.1500801382778127,0
0.1500801382778127,0
0.15069992581602373,0
0.1500801382778127,0
0.15069992581602373,0
