nodeID,valueCount
36853,2
207100,2
512622,2
1857206,2
2303627,2
943662,2
37067,2
235397,2
2255961,2
699562,2
979178,2
1481669,2
1528699,2
294975,2
607268,2
1395449,2
296024,2
1052085,2
1385540,2
174148,2
858438,2
892991,2
935433,2
337424,2
809217,2
2182261,2
293853,2
222560,2
236716,2
605645,2
770029,2
2177983,2
1434895,2
144930,2
113867,2
549317,2
1021112,2
1279024,2
1506271,2
1726932,2
645057,2
1674591,2
681070,2
876136,2
2178167,2
353516,2
22421,2
467235,2
842850,2
1678665,2
2039256,2
1407424,2
365567,2
1228735,2
1781050,2
116249,2
851793,2
224250,2
1057465,2
97565,2
204068,2
328898,2
354441,2
2484761,2
