nodeID,valueCount
0,2726624
706677,14
189943,10
582985,6
140587,6
451850,6
418003,6
1043983,6
1057391,6
608192,6
343257,9
167194,9
296317,7
433803,7
211894,7
153141,5
373875,5
333992,5
1129743,5
669622,5
663047,5
1003029,5
207161,5
1717953,5
413195,5
939563,5
303367,5
216217,5
716424,5
166355,5
101137,5
644214,5
913455,5
511058,5
146424,5
1129697,5
456420,5
883426,4
337013,4
1288194,4
785022,4
547528,4
802368,4
994212,4
1420024,4
23630,4
52684,4
240618,4
201287,4
303354,4
71405,4
474199,4
1446012,4
1768353,4
331098,4
250169,4
187091,4
167206,4
211088,4
1194910,4
602243,4
77288,4
1604956,4
1439712,4
271445,4
515195,4
777168,4
92877,4
47774,4
633088,4
8925,4
704054,4
1700493,4
363014,4
1930643,4
245443,4
897674,3
1242247,3
1522633,3
237363,3
1257831,3
938139,3
1920794,3
826445,3
237884,3
1384095,3
1176582,3
137813,3
140058,3
342423,3
136342,3
617405,3
705199,3
773620,3
2010149,3
686138,3
852476,3
1437544,3
851247,3
122891,3
21928,3
975553,3
164671,3
1547984,3
293497,3
1364055,3
1962875,3
40209,3
1232971,3
1984194,3
433441,3
26730,3
785427,3
326478,3
131622,3
410550,3
719245,3
1054788,3
584316,3
372970,3
159593,3
483584,3
862047,3
1034735,3
846801,3
923159,3
407050,3
1020218,3
297620,3
79862,3
1515281,3
381688,3
1353313,3
436121,3
84284,3
87326,3
763576,3
1954692,3
2082828,3
1060065,3
1836184,3
341086,3
186612,3
566075,3
776362,3
200183,3
578800,3
1381861,3
137130,3
485219,3
657032,3
1948355,3
787863,3
388205,3
76165,3
276401,3
52787,3
337369,3
1682055,3
63691,3
412901,3
1670964,3
651680,3
390364,3
211308,3
132787,3
835380,3
4587,3
136718,3
720059,3
413248,3
120191,3
233931,3
1124406,3
325370,3
548816,3
1130027,3
164711,3
983561,3
391521,3
271900,3
287521,3
359069,3
872780,3
360309,3
137455,3
469974,3
473701,3
95692,3
380510,3
544315,3
20346,3
169820,3
1041891,3
78271,3
255163,3
996794,3
447548,3
2201992,3
225393,3
602799,3
509313,3
1250006,3
546446,3
22104,3
456173,3
273857,3
850401,3
98122,3
76090,3
319936,3
667289,3
78977,3
1736826,3
22848,3
852902,3
834890,3
920423,3
477130,3
776530,3
947746,3
13903,3
267318,3
1038805,3
173753,3
97687,3
363203,3
35946,3
1461245,3
681039,3
463579,3
245622,3
24351,3
1535538,2
137994,2
735010,2
326014,2
1658606,2
495995,2
644145,2
1212187,2
918224,2
1269684,2
2351654,2
149444,2
654082,2
1362324,2
472303,2
1861610,2
915817,2
1026576,2
1324254,2
953866,2
1892634,2
1343111,2
585630,2
822286,2
72709,2
407931,2
461076,2
1168757,2
532462,2
842158,2
905634,2
2194974,2
201758,2
699560,2
1375102,2
1583841,2
716689,2
774333,2
1984565,2
2252344,2
735428,2
940560,2
1427074,2
401365,2
336919,2
767604,2
310049,2
477910,2
2253340,2
263581,2
1496717,2
45793,2
1995343,2
2002294,2
68347,2
1814278,2
415506,2
1836032,2
808127,2
1047617,2
2467281,2
66962,2
189323,2
231024,2
1671208,2
4399,2
345982,2
1863244,2
49459,2
296342,2
526379,2
875495,2
1784978,2
507935,2
12929,2
453796,2
1247216,2
1317668,2
1327019,2
541950,2
1260313,2
1396628,2
69622,2
514428,2
551991,2
289254,2
300319,2
1434853,2
1536619,2
2002434,2
101119,2
1302980,2
985099,2
1074103,2
993760,2
2191987,2
366945,2
901595,2
1321505,2
437091,2
366773,2
634003,2
325358,2
658365,2
563092,2
598902,2
1551564,2
712335,2
1227585,2
562545,2
637141,2
1186913,2
80913,2
607842,2
96257,2
916368,2
1633168,2
1848678,2
2490043,2
292178,2
1621414,2
1651016,2
1638804,2
1768003,2
429790,2
57400,2
718466,2
1345107,2
786709,2
1467104,2
241985,2
318939,2
672620,2
2324658,2
361957,2
1156345,2
1609925,2
139827,2
1118701,2
989821,2
1181938,2
847002,2
890388,2
1148506,2
2164514,2
1462883,2
1543103,2
282838,2
1329262,2
2123237,2
78101,2
1621943,2
2646295,2
552297,2
1291317,2
712513,2
737035,2
1789176,2
1038196,2
1198573,2
1551946,2
315803,2
527176,2
1330758,2
300815,2
605726,2
1890097,2
2055731,2
2339053,2
106031,2
596596,2
2202808,2
346703,2
368427,2
1054187,2
1739395,2
1623176,2
2193878,2
307291,2
552443,2
1369321,2
1380291,2
349206,2
801287,2
2314940,2
727195,2
1919823,2
127751,2
348404,2
789294,2
1201645,2
1380460,2
18638,2
52234,2
113202,2
177788,2
263622,2
727333,2
980162,2
2427303,2
406809,2
549166,2
920332,2
965244,2
1047828,2
1211534,2
1354429,2
1672157,2
626417,2
1231739,2
1359786,2
1812510,2
1140023,2
243175,2
1447922,2
749134,2
350922,2
793734,2
1039807,2
1914230,2
2578560,2
492381,2
1693923,2
1860931,2
1419024,2
796674,2
456249,2
331063,2
48265,2
691559,2
1032737,2
1751624,2
1979503,2
2498811,2
668969,2
1104348,2
269748,2
462559,2
2056570,2
946481,2
1662194,2
52880,2
1116708,2
781192,2
1147715,2
2216566,2
402803,2
1473469,2
72660,2
417400,2
1179350,2
1883601,2
1776894,2
207057,2
253225,2
1051216,2
