ax,ay
0.531697072167901,1
0.15051356544403066,0
0.15067460317460316,0
0.15382551122156513,0
0.44071944837211485,0
0.8464671305900268,2
0.3601243645310691,0
0.25858113619899703,0
0.15039508006609958,0
0.8497318580631357,0
0.8464671305900268,2
0.8464671305900268,2
1.4754671768286163,0
1.429652797478897,0
0.19267166918963993,1
0.16082947869917938,0
0.6552224510018222,0
1.664382466721169,0
0.8464671305900268,2
0.1510305661845259,1
1.6628743197735703,0
0.15282172040923392,0
0.3010875,2
0.20879845932514407,0
0.24888913208978497,0
0.15344594594594593,0
0.1549117784454249,0
1.5183146027428212,0
0.15099188941406813,0
0.15118979981135547,0
0.8382798677772959,2
0.27749999999999997,0
0.513375,0
0.8464671305900268,2
0.3806609216117658,0
0.15755773052998454,0
0.28611245436146415,0
0.20636635295731,0
0.17246879233652643,0
0.9941727046302803,0
1.6947623584205147,0
0.16633469202502207,0
0.6847550221377613,2
1.4366347323067847,0
1.574630214758463,0
0.2219851977476286,0
0.2697505824107458,0
0.15051356544403066,0
0.4758286876115472,1
0.15432853562148538,1
1.7165145413192748,0
0.16239153731132686,0
0.20494198466428265,0
0.1741975036111822,0
0.5187873162082596,2
0.1643792760551412,0
0.8464671305900268,2
0.15256610658442135,0
0.8382798677772959,2
1.0238895712255431,0
0.1531875,0
0.15949031432921398,0
0.8382798677772959,2
0.9283011658393878,0
0.15045373665480427,0
0.4312324790804569,0
0.843114889963212,0
0.91964401819784,2
0.1510305661845259,1
0.1510305661845259,1
1.439609848520775,0
0.16478255957858248,0
0.27749999999999997,0
0.1514379945817885,0
1.3624592582888682,0
0.1520304608442481,0
1.6645297851865137,0
1.5285659411034864,0
0.4522518670758564,0
0.1513368137697005,1
0.15949031432921398,0
0.843048070780771,0
0.2609506613832945,0
0.15256610658442135,0
0.8440728446898694,2
0.16695149903423642,0
0.27566360922412037,0
0.15229300787682798,0
0.16695149903423642,0
1.3102539510486622,1
0.8436942898599367,0
0.1685293194886357,0
0.41750164062499995,1
0.16772399275771785,0
0.15541829119735806,0
0.8382798677772959,2
0.15861082223360656,0
0.16234021313253627,0
0.15910892012112182,0
0.22546625495473738,1
0.8406900619426155,2
0.5112306057799773,2
0.8363718001130108,2
0.8464671305900268,2
0.15128914033025495,0
0.8382798677772959,2
0.15910892012112182,0
1.4492604830779252,0
0.8464671305900268,2
0.9566850856958142,0
0.9878761223055154,2
0.1513368137697005,1
0.8363718001130108,2
0.16174012508236177,0
0.15561607142857142,0
0.1505,0
0.6727226793292128,0
1.3492456038349636,0
0.1564804033486011,0
0.16161881473579767,0
1.8870482706578455,0
0.15006293188548864,0
0.1538910999542084,0
0.8363718001130108,2
0.8382798677772959,2
0.1538910999542084,0
0.8376364286317097,0
0.15128914033025495,0
0.15355756506873156,0
0.16633469202502207,0
1.4632257277042502,0
1.2250973255421234,1
0.1531875,0
0.1522290194488422,0
0.15231818181818182,0
0.20647528691301814,0
0.1507563914018038,0
0.16633616302836482,0
0.16082947869917938,0
0.8464671305900268,2
0.8361107034910195,2
0.8382798677772959,2
0.39117234068424833,2
0.17246879233652643,0
0.2052186143812897,0
0.15910892012112182,0
0.3532513347976718,1
0.163852626007215,0
0.5779037182748724,2
0.1510305661845259,1
0.8363718001130108,2
0.7903418856900665,0
0.65814831179307,0
0.1510096884997496,0
0.16239153731132686,0
0.9054788121975799,0
0.1998155462190062,0
0.8382798677772959,2
1.3733076777278095,1
0.8363718001130108,2
0.1552790551186149,0
0.1839573433803132,0
0.1653410558510441,0
0.2609259780705413,1
0.667809375,0
0.5245429180477789,0
0.8363718001130108,2
0.30116241283341627,0
1.5315750153392638,0
1.4543161602162227,105
0.15910892012112182,0
0.1925,0
1.351456764493551,2
1.9940535174558593,1
1.351456764493551,2
0.24059526548557061,0
0.15910892012112182,0
0.20529076539701419,0
1.350285837988846,0
0.1505,0
0.8464671305900268,2
0.2958835524825826,2
0.15764778539867835,0
0.1844022698261302,0
1.8303839448052668,0
0.16410047643040285,0
0.8428189213694972,0
0.1514379945817885,0
0.1512818137323818,0
0.4488289643222966,0
0.15812873430531568,0
0.2098579119217224,0
1.7075954515374285,0
0.1510305661845259,1
0.23527995787790695,0
0.8444385473412036,0
1.6184379095859394,0
1.6029577941172375,0
0.1520522971578315,0
0.5046968069256526,0
0.1510305661845259,1
0.15450588005935667,0
0.15128914033025495,0
0.15101927712920096,1
0.25625,0
0.1708442792561836,0
1.156125158455958,2
0.15006293188548864,0
0.718932143523458,0
0.8464671305900268,2
0.405,0
0.8363718001130108,2
0.15949031432921398,0
0.15051356544403066,0
0.18524304362361316,0
0.1510096884997496,0
0.1559911203536449,0
0.16878423256302294,0
0.8436973361734742,1
0.16155491302836483,0
0.1622048612621222,0
1.380045587891261,0
0.1520304608442481,0
0.18189722231804034,1
0.16445128873201847,0
0.1925,1
0.15051356544403066,0
1.3259525372999004,0
0.1515672992636746,0
0.8342977581284395,2
1.392100087966716,1
1.6403654591669343,0
1.6490503637111678,0
0.17246879233652643,0
0.15070556202073618,1
1.6681304301163764,0
0.1510096884997496,0
0.15128914033025495,0
0.27333019501446254,0
0.18162858638863666,0
0.27749999999999997,0
0.5443937206347622,0
0.1511013494318182,0
0.1675667760551412,0
1.466067196128558,0
0.21375,0
1.829735910929063,0
1.6926129249354511,0
0.15694518378717368,1
0.15910892012112182,0
0.1512818137323818,0
0.9689783573723115,0
0.1739574013409524,0
0.37137613633060634,0
0.21375,0
0.15910892012112182,0
0.1507563914018038,0
0.8363718001130108,2
1.2849239777370498,1
0.19701562499999997,1
1.2734270360836553,0
0.15910892012112182,0
0.1534800786685953,0
0.31999999999999995,0
1.5153135126207706,0
0.8464671305900268,2
0.15812873430531568,0
0.8214701501051228,0
0.8382798677772959,2
0.15367146015376462,0
0.1517509636171168,0
0.2685200065722543,0
0.15910892012112182,0
0.8342977581284395,2
0.8428593433060387,1
0.15128914033025495,0
0.35604372988123856,2
0.15256610658442135,0
0.843413612853455,0
0.7080777014095532,0
0.1510096884997496,0
0.8363718001130108,2
0.16038915040260154,0
0.8361107034910195,2
0.1512818137323818,0
0.8382798677772959,2
0.35763087575086183,0
0.8342977581284395,2
0.18049549142803606,0
0.8440728446898694,2
1.5153135126207706,0
0.15051356544403066,0
0.1510096884997496,0
0.5605568720390914,0
0.19549848637868283,0
0.27749999999999997,0
0.8476092442269532,2
1.2299115466794661,0
0.3229984863786828,0
1.550113667812683,0
0.15355756506873156,0
0.8363718001130108,2
0.3259390375042933,0
0.1564035510360966,0
0.15812873430531568,0
1.5077781819095013,0
0.19625957188327314,0
1.5163457783122132,0
0.5043106766665812,1
0.31683888323242415,0
0.8464671305900268,2
0.29209611278428377,0
0.15283333333333332,0
1.0392001445768135,0
0.26289443922346356,0
0.8369005743400123,2
0.15910892012112182,0
1.236451920821445,0
0.15910892012112182,0
0.17308592733047912,0
0.8434457344426882,0
0.8360457841933789,2
0.27126166248613093,0
0.18965365807694093,0
0.17907808074974668,1
0.1545905499701938,0
0.15812873430531568,0
0.15741498469971613,0
0.1705524758905096,0
0.9044227756440066,0
0.8360210258857302,2
0.8360457841933789,2
0.5524422999035629,0
1.3703635316829792,0
0.15051356544403066,0
0.16239153731132686,0
0.27749999999999997,0
2.427266267269117,1
0.15162718547674542,0
0.17203290418093412,0
0.9235853588547899,0
0.1514379945817885,0
1.4561119956945132,0
0.22937980869754315,0
1.5607242322314714,0
0.1510096884997496,0
0.798602529726414,0
0.90543620600968,1
0.23497579118825745,0
0.507984128188974,2
0.15960976841754146,0
0.157133370663042,0
0.30130008789279594,0
0.8361107034910195,2
1.3040117800381934,0
0.8361107034910195,2
0.1821980759219859,0
1.5428715756811853,0
0.1520522971578315,0
0.21978595866190737,1
0.1540802797995005,0
0.7179643953102487,0
0.15045373665480427,0
0.15128914033025495,0
