bitcointaddress,valueCount
bitcoinaddress_74845C644E2BB37137E7B02F1A86A07480431F02,14501.204909750913
bitcoinaddress_19034A421BF9F6A14657F39C806944D3E197D1CF,14462.550284219273
bitcoinaddress_B77DFCEB3ED0EA232E4B47AEB3EE3F2179D19384,14405.348739920713
bitcoinaddress_C2EA0FCC529F67CF68A20CB0F373ED88482F7D52,14391.601443394486
bitcoinaddress_528A835115E87CEB919CD77AEBA08EB684E62B09,14350.089826729025
bitcoinaddress_8EB294E97A15EB58A743D0D843C9D7317993B0DE,14329.520945953975
bitcoinaddress_76EA0414B7C8B672C7FC27BD02AA590BB968E36E,14323.592613011357
bitcoinaddress_E3085E01DFD0DDCFD88E192DEC4EAC9D8A3DC528,14302.278773804272
bitcoinaddress_7B46581BA7A541211A2B07FF4BBCB9030C333706,13995.035820640627
bitcoinaddress_7D4E6D55E1DFFB0DF85F509343451D170D147551,12475.468888614549
bitcoinaddress_E57FB5203430A4A0BF22584A11CBC9BB6382FAB8,12040.291068029692
bitcoinaddress_E5B1BB8C72CAA88356BF9806A0C578FED610DBCE,11890.226295190945
bitcoinaddress_5C0E4A6830FF6EA9AEA773D75BC207299CD50B74,11845.808946223324
bitcoinaddress_06F1B678F6FBB0D443F8115A0B019E08953810B8,11745.320132328361
bitcoinaddress_28AFEC23E4C22252EE210571D37675FB16790BE0,11187.017410711864
bitcoinaddress_269DDEE3D8B264E204D14185A2A5137085C1CA1A,11015.887310270546
bitcoinaddress_06F1B66FA14429389CBFFA656966993EAB656F37,10349.449984691479
bitcoinaddress_718780EDC19A74E25C132AF33C069EF81B0A9919,9464.434724197317
bitcoinaddress_74DB401382BC24A31C709F15712D86869EAA9243,9005.470590130672
bitcoinaddress_0AED68AF11E39779AAA902B268E385B20BAAD642,8885.362152098034
bitcoinaddress_01D7F7876CABC1E2CD314EE112E3FCBDF4AFA805,8883.056773023985
bitcoinaddress_B6E0ACFA967F870BDFA2C0813CEC368EC5191853,8778.369641988817
bitcoinaddress_06F1B66F715DC431D56C9214C39524AE1BB45C89,8645.167765741406
bitcoinaddress_E8E6ACE10F10CE5ED479C7188C9B4061E53AA906,8469.429545835288
bitcoinaddress_0C20DC1800A8F60F050E2B5628C44C693E3ABFB3,8320.10333808659
bitcoinaddress_72A5454371B5CEE07F96DC4A85883A1C13F4DE02,8000.573666433347
bitcoinaddress_205E980E7D8D158C45CBBA71152E2966F1E29AC4,7275.473319822794
bitcoinaddress_68E088FD05D4E938885D26B30F93E2DA64078231,7027.8562695789515
bitcoinaddress_B7A8011CB1F05412852054144E2279395F5505CE,6898.120336756578
bitcoinaddress_28F44798263720E66D776A824450BCEEFD1A7ABA,6709.920927313059
bitcoinaddress_DF7DF3B99663B4B669C1FB5B8909D07B3B690002,6658.362358857287
bitcoinaddress_8D4A28806FE527A47E7B5F9A40D48DEDE9695E7D,6252.258305963123
bitcoinaddress_314F9045678D32FD426AA0332BC1869D459A8673,6204.976013445505
bitcoinaddress_FF4CA6403F47AD8D6AB6C3A0036AC58697861EE5,6142.698366187989
bitcoinaddress_DF484A61856E22823DD08D73F7007B97836B0D34,6115.64766358251
bitcoinaddress_02288CDC01605D452F43300A982549006CC7B9C2,6115.64766358251
bitcoinaddress_166029521C862421DF758F88AD58D5E2F1B9044C,6053.696999183794
bitcoinaddress_740ECAF436D5867903C722D783FC994C25A29B15,6027.776927730216
bitcoinaddress_0BFBA530DB45D1F3071E12E3DE87E67A30A12E28,5888.944499461175
bitcoinaddress_260E8629AD96D25C523564925AA0A0FF9D792F91,5865.544766289253
bitcoinaddress_E29161E390893E198CFB5CF9AF3D476E919ECD7E,5764.561356808217
bitcoinaddress_7718C51F51D00E65DAED40A9CFEBCCC12E9D451D,5530.9400335695345
bitcoinaddress_7229C956B92F7C2B61492BD37F33862A1DE8DF5F,5515.502886893772
bitcoinaddress_2CA86244D89DAE6143C0F07851EE933DD3B66B2F,5333.174671957474
bitcoinaddress_961C4912872802A7BFDCD4D567D6F74D8C82B9CD,5317.783288306041
bitcoinaddress_F3D2705D4C5572A782ED7D475497BC1CBDE01C5D,4977.957829471054
bitcoinaddress_06F1B66E841664CCE5D15A369A24988BA09CD1A3,4954.524011493797
bitcoinaddress_1104617FB35FB04A3871CEDFE34A2A9FE5A24E7E,4941.960036570071
bitcoinaddress_FFB2470EA92DFA99BB79532DB420FFE730C2B2EF,4855.101482333047
bitcoinaddress_D2B76CC3BD0BA1BEB93D522B935BD4EDE1E2A9ED,4808.776099956047
bitcoinaddress_0F8670040D9A1EB6B08EC3CF982D52AD8D88B3DF,4751.3126713566
bitcoinaddress_28AA9E43F5A36A63E9819BFFC754F2DA20EEC106,4726.646931227593
bitcoinaddress_7364180254CD6FD2CAB55FE469D99FC275B0A7BD,4718.667712677927
bitcoinaddress_B214D82CBAD0172D1F150203BA08D17D4CA96BEA,4596.14633334556
