bitcointaddress,valueCount
bitcoinaddress_314F9045678D32FD426AA0332BC1869D459A8673,230.98472532914082
bitcoinaddress_C3723AF6D41A9D2E12A58476630EAC4DAEB919BF,33.04602927640281
bitcoinaddress_245B651DA39D03906C5DB4A627DB71BC9D89E208,25.98552970730434
bitcoinaddress_BB42487BE1AAE97292B5ECDA5E66BA59D004D830,24.72826194101779
bitcoinaddress_7E5C322971DEE2CADC38B73F4C5F9E5C7DE5C228,24.485594042472467
bitcoinaddress_A8271FB94E2059F1F544DD0C5EB3615CC08A648E,21.21022866856361
bitcoinaddress_DF1F571278C3BF72DB9E5D65ACE0C1D5B42B8BE1,20.966463579356613
bitcoinaddress_56E4376947901C0AEF48531C534FF11C76867346,20.366446474812253
bitcoinaddress_7C92E328B368268DA3373766C546ECFDCB2FCFD7,20.25042923982932
bitcoinaddress_7044605CBD9991D91F7B7E36A534B4A9212A736B,19.51303225616985
bitcoinaddress_DF2BF8CA09D1C9010C1EB4B7FD38B8FA516431BE,15.445580970752747
bitcoinaddress_63EDA0D699A46A53B22FEE3472E0257303AB18D2,15.248391302444583
bitcoinaddress_77E84EAC6A7132B1E9267BA926EEA90F7FED9C74,14.924715779490516
bitcoinaddress_028E4F8B9EE0550AC3DEF4A85C75F307996A01FD,14.243336026340664
bitcoinaddress_FC50C5907D86FED474BA5CE8B12A66E0A4C139D8,14.131630974412879
bitcoinaddress_DDA4521A9CD99E92323AE4762467DAB928B65F45,13.897173193094611
bitcoinaddress_BE754C923DB4ECBE0187F77A4A75BE30CD8922A8,13.682391468104285
bitcoinaddress_D7F4D81E39194A3D983D24817D5565DFF9391239,13.484969119830348
bitcoinaddress_5431EC2A065938DF9412407A5610FF75A59E32E8,13.400393182474536
bitcoinaddress_FDB873B482C1911F28454D05AA1D762E9BE5900B,12.779828185591729
bitcoinaddress_E2A6C060B9C558286879AD687C79C3F60FC34560,12.759733211548708
bitcoinaddress_416B5F11ED33B35DD36B92A0760B4C8E81838B24,12.455998226064102
bitcoinaddress_4E9B1FFB1DF435833A80BEAD93233CB91F551952,12.443860186367257
bitcoinaddress_20420E56079150B50FB0617DCE4C374BD61ECCEA,11.838171949985856
bitcoinaddress_16DB25088DC070DEA0727039B6B95E9DB61272DA,11.78613851271081
bitcoinaddress_9955C1B44FA66688D27AAA06BA4AD02C6DD91088,11.742151093515746
bitcoinaddress_252EB740FAF57A500E9234D52D32A81D60E8AA62,11.723225430425552
bitcoinpubkey_4104163CA70EC22EC57A5ABEE4FEC8EF1972CBA85700AC2900C9F4583052BEFFA8A85B0D54EFF3D84DE35C41D164A8B8C0A892E4D9C015BD3E7F2BF46DBC5A9AC642,11.068099193384212
bitcoinaddress_1D4367AF5C64E705E4F6E59A104660B1FC49DC39,10.533513893146049
bitcoinaddress_3EBBDD03E64EC5F0CCCDD11C6ED7D574143B60C4,10.258003256604596
bitcoinaddress_44999729C9E97FE839321A4C29E7A076B812998F,9.670436844981152
bitcoinaddress_C66AFF76DA9CFC2592A4D120BAE7110D9665C155,9.49343702843632
bitcoinaddress_13FE0B5BD7BBE29F1653F7FD2C998B3FC861DF47,9.437907002914084
bitcoinaddress_1915680DFC0FFDEEF073B466E41E7D823E17EEB7,9.33496036183611
bitcoinaddress_551745711BE13ACEDF2797BB657CE22052295360,9.311719390545948
bitcoinaddress_60EC8CFEC615EDF4E1C69C54B51971D3D0AE825A,8.930586136680105
bitcoinaddress_05BF3A3AEA6335A3949C0A351FF3AFCBA884E125,8.82571137699348
bitcoinaddress_7F170FE2D4DA3CCBAF70C7FC9C17A7A1DDB1D16C,8.802173214125018
bitcoinaddress_FF006E2DCF7F00DC36333F20199AAF3FDC810945,8.473424705913002
bitcoinaddress_16F1782FF74384E1B636B3B43996F307A78BAF43,7.867942373774311
bitcoinaddress_C707C61D34E201D1C37EAAC63CF1B3243BF97A38,7.736219838967205
bitcoinaddress_2D42A45C41CD80023BF8D3F29421E09A85EB7A74,7.6761022270175205
bitcoinaddress_95A4081A8D57F0BF466A83B98AF87ED8A4393023,7.567405104499654
bitcoinaddress_C591C96ADCDE7129CF75284B6879471CAE048654,7.521010064914354
bitcoinaddress_3C819A9AA4A671E4DADD635ABADEEB3124C7D6D3,7.452107865449052
bitcoinaddress_C958C010DCBDC6547EDFC1B5475C5D82848B8545,7.4332253429629676
bitcoinaddress_8FE32B94A6760650409DAB4F64252F3F07F8F33E,7.206963158227595
bitcoinaddress_08903A156DD0CD5C96B07568CEFDA2217A18A859,7.03255651898072
bitcoinaddress_445267E79D70E1FEBDC935116025D56C2B75DE27,6.961910749732439
bitcoinaddress_1762B93546EC7E3428A62586CFCF3E72D4F19798,6.754783320857546
bitcoinaddress_EA65FB5766C1DE568A1C7AFEB4AC21A3DAE35EC9,6.686500335766519
bitcoinpubkey_41041256915DFF2EFBE2463AB3CBC527176E84232FFF4DAAFFD7F94E0D1DA2FB110A9145581F6ACF48D57D812E099DA68A5C810F48A3647DD39242780D2BE2A1E244,6.639181369584083
bitcoinaddress_62334419B86C0E876DD1F4CF3B8C13F6467E6D2E,6.6234314297037225
bitcoinaddress_AD45D5C96AAC5A16C97EF218BEBC4482D46A6663,6.4406744911901885
bitcoinaddress_2126E017A832DAF8E366302AC084961B6165D6A8,6.414323173664388
bitcoinpubkey_410411DB93E1DCDB8A016B49840F8C53BC1EB68A382E97B1482ECAD7B148A6909A5CB2E0EADDFB84CCF9744464F82E160BFA9B8B64F9D4C03F999B8643F656B412A3,6.404461872336783
bitcoinaddress_1AEEAEAE44178E70B54F19EEA14D85426A158068,6.364175435650361
bitcoinaddress_E37EE9615BE229AF1A4D4F5489C79744EA659B05,6.321710098685624
bitcoinaddress_2606C19AF557A1DD836CA298F5A94A70BAAD3C24,6.200678126321348
bitcoinaddress_F2D0E17D561929CD11824722C2C2196D4F15D7BA,6.0952626507744485
bitcoinaddress_1D6E0AC30F43024575A9E69E2DADF644AECA742A,6.081902616007604
bitcoinaddress_8D403B62970491F203ED4CC830798CAD53E67518,6.080607691316943
bitcoinaddress_469DC3C2E0607460118645780E677482A565ADAD,6.070656550462914
bitcoinpubkey_4104348A5D019C292C7CEB7A940A4E8FF6A96D8C56D53EE284BDFC3BDCC5E52AE239482916BD7902ED9E9DD541CB794BC1DEAAB26638F508E5B760D48D34B35ED43A,6.033517913848806
bitcoinaddress_75961B7C26DAD6154394B8B2B6B6AE3268D59147,6.013592858400679
bitcoinaddress_50CFCFD9326339D34C109E02C6479007FD74FE60,5.947437263112595
bitcoinaddress_ABFAA5C8343343C8914A009E38F31D057C58C8E8,5.941543465681513
bitcoinaddress_C032BE07AC3C78124275899DB459EC108D104C7A,5.819769829306112
bitcoinaddress_32D5050E2342A250B2F3F9A66226A0BAEF02CD10,5.791494604685188
bitcoinaddress_6DDEA8071439951115469D0D2E2B80ECBCDD48DB,5.7531703251578525
bitcoinaddress_EBF6CFC341C4E6DC9AA46BE1C990611199AE9E62,5.751995329910835
bitcoinaddress_59E93E4E8B0A5567F63244454DEABB1565725B02,5.559062070104279
bitcoinaddress_DCAB57B3D69D4F0A68D4ACCB0E15683EE1509B21,5.445386308419783
bitcoinaddress_EB4B9BA09B0BFDF6F74A7836247B0E13789199DD,5.42451210592385
bitcoinaddress_8070130472356186939BA3AAFB4BF87E61F191DF,5.413088791195262
bitcoinaddress_6168E08BFC275AAA100B4B44B0AAB63EF98ED904,5.255383484110405
bitcoinaddress_FA0C00F76C7A32FC50E3401E8346682B90BBE6DC,5.195203994757427
bitcoinaddress_0FC6002C0995BD92123EFD293CBBBDF943DFC6D9,5.083207800578504
bitcoinaddress_0D2D327AEBCCF9D6D4271380E6E1F381ABE31CC4,4.947073016449836
bitcoinaddress_1B61BEDB5E8131D54D535358EA6C89BF0B30A7EB,4.918851645325628
bitcoinaddress_F818F110DD6810F820262FA42BAEC55F92613615,4.908614591306163
bitcoinaddress_BBA99872C121329E20815EDA661D9CDF8A463D94,4.8524001062344215
bitcoinaddress_C740CED3D17BEFCA330873F97DA99AA666A8BEB6,4.785410800567251
bitcoinaddress_ECF050687C6F56A1BFDB987D6EEC5CBEA5949B64,4.7789114206153736
bitcoinaddress_56D8F7C80FA9D2442166582BBBB8CFA9EAFC0928,4.769043716654103
bitcoinaddress_4BD970C2873860457B3F9BCC925F7CDD0BEC7FAD,4.714722629760332
bitcoinaddress_366A27645806E817A6CD40BC869BDAD92FE55091,4.688786514200948
bitcoinaddress_2395AFED4D56575AD491A3C9D9F6BDC069038A6A,4.667344472411128
bitcoinaddress_2951B7D3E20B289FBAE4CE0AFCCC6020EF4A25AB,4.661064607875386
bitcoinaddress_694EB14B88BC7DEE9A03071AEEEDC31C3A13F808,4.653042477911116
bitcoinaddress_6A7CA375CEB0582841B269C9101821FC7844F847,4.505773575310026
bitcoinaddress_708058676AC8C1E5BF410FB848026BAD9342A221,4.421612169977795
bitcoinaddress_B6EFD80D99179F4F4FF6F4DD0A007D018C385D21,4.390835784107201
bitcoinaddress_16B93F0D1F9810C02F8EA1AA0A093E6EB93B5BAE,4.378186416799645
bitcoinaddress_69D36A365EBDD6DDC8F87892F3136D913D0746FA,4.3303521499528115
bitcoinaddress_DA3DAEBED0FB21F2BED31D31F4875C7CB209C40E,4.327922676741181
bitcoinaddress_E0707A33566F3FBE3B95C4C6873A423963C1855C,4.291913240154034
bitcoinaddress_3AAD88031C4023A0E802A3731FF12AD77A383FC8,4.24835026174233
bitcoinaddress_18CB3A8A147F31F44393F290935A1B7A6CC33F40,4.2061914001727025
bitcoinaddress_87C514D3240DFB0AD4EC274A1702BD3D2E857577,4.195605131643525
