bitcointaddress,valueCount
bitcoinaddress_F3404DC6272B243DA54E24E4319422155D43EBA5,9793.73569801234
bitcoinaddress_20089F7C9B9072D0A5FD78FBBE190DD51DF69932,9321.930136098974
bitcoinaddress_8F6CF0D3D11452EB4B80716E1559661A0544167A,9080.181129912195
bitcoinaddress_E8D6B549F45334E15C550CBEAB8F388BDC549C2A,8917.299474316533
bitcoinaddress_612EDB6AF4A5856FC44B58719791FFCAB35F9082,7551.900432650083
bitcoinaddress_99A3D4D2F5A73E2D456E4A4D1A021F55E0780001,7550.920030623839
bitcoinaddress_314F9045678D32FD426AA0332BC1869D459A8673,7493.827570869465
bitcoinaddress_63F3C84047839832BFAAC38E3F0B1708C4E82EDC,7304.150746941366
bitcoinaddress_7DA9504693CCCF832F7B21DC8501493DA9C36340,7194.397843136528
bitcoinaddress_A833B4CBEDA943A5696FA62B23FCF27662B65318,7018.448770949486
bitcoinaddress_A2841DF0E58D324F13B3D55BCFFBBF9AAF96AC0E,6006.8897964211665
bitcoinaddress_91D70032858C019A6259A836BB39A85B912955D3,6006.169157269407
bitcoinaddress_7E8D300286EB6D5D0D67BEB88B3E222916D33FBC,5630.390414605603
bitcoinaddress_06F1B66FB6C0E253F24C74D3ED972FF447CA285C,5201.822791467168
bitcoinaddress_73682E2C3D09C2C9B552164A13FE2C7000735696,5120.920229574062
bitcoinaddress_6902DF8C47C23FF469D21D443F260B1170B7B230,5002.376267999041
bitcoinaddress_4B0CD95C47A62748491E6852EC021A755BD8DDB6,4705.546087182063
bitcoinaddress_6445ED42874B85C67D0982EA830F51E05C041D57,4661.834100076825
bitcoinaddress_06F1B66E25393FABD2B23A237E4BDFD4C2C35FAC,4367.960744292167
bitcoinaddress_ABB2ED5F5C2B66DB29E73250427A118938EED890,4196.806748370303
bitcoinaddress_52F76A8F6D8195C8276CAF3C9324156FF438809C,4191.55185966571
bitcoinaddress_7CABE38A12FF30A522AE5339818DC30A897A5A14,4122.727422791789
bitcoinaddress_06F1B677D263B7328151F1775B80E83FCA177D1A,4108.338423951599
bitcoinaddress_E349BC52C931A910D9876C559383AAEACADAB850,4026.7714511533495
bitcoinaddress_FFD802DD32119ECDFED04F8ED608D949021E7728,4007.1227903434874
bitcoinaddress_6A4ACE32891B9421F995D6D6FF847332941E5045,3916.485562944412
bitcoinaddress_4DE26DDDB88932E7D12BA5F68B829D378A6BDB49,3886.9287983749864
bitcoinaddress_F4292E90070ED385A712790CB83E0BD8E41A48B5,3851.360630493085
bitcoinaddress_95BD28AC696D354A58ED755EA013623FC808ACE7,3839.8094388123704
bitcoinaddress_34DD167A57E27551F1304F28459CC134C06590F5,3830.0318452669217
bitcoinaddress_BA7DE099EAE5CF8EDED556A810DE92FAB3ADBAAD,3769.5656556502204
bitcoinaddress_8EE88F18013D0D845AAD83E0890C630EC48B5AF5,3757.661531623446
bitcoinaddress_9A314602D76D3F4250A6E13C9FF8B6D6FFA0060A,3732.6609746619847
bitcoinaddress_E8E6ACE10F10CE5ED479C7188C9B4061E53AA906,3699.540341427528
bitcoinaddress_FB00441D7E5C5D39B6C3D86B9C8DD91ED0A3D308,3692.790171630299
bitcoinaddress_3581BF5A77EBBC32E795AD40261FD718D5A0B1A2,3645.7077306914216
bitcoinaddress_21B7A19BFFA43426B335DE571749A022F3467818,3644.664625259666
bitcoinaddress_F67146A444D3C9F0D1FEBF3F1102A7F5E15DE27B,3613.82719228506
bitcoinaddress_22390870E377C7F6655A42EB5C2D04AA4256764E,3580.9554057388486
bitcoinaddress_EE39637BF916C3714D43774DF4D0C62EB371D2B2,3533.351648114304
bitcoinaddress_B652D55E4F2F0D36FFEA28713382D7D1F6BD4AC7,3510.0501113330483
bitcoinaddress_5BDEFC72B96D99C399D5EA93DAC81ABF7DEC1ECD,3497.3484572828634
bitcoinaddress_613A16BD5AB3291CE7F56F23252258F8F7016FE5,3495.727057254688
bitcoinaddress_B59CD5A89A456AC7DBCB3A4B54DE1DF958C3D412,3493.011493341923
bitcoinaddress_D0240FF3ABC07B7780ABACE5850975DC3798A170,3478.650682938827
bitcoinaddress_EDB92CFAD4E6508A77907DB849D914642FA54869,3461.5202146110964
bitcoinaddress_82B9AB47073B2A89146FDC9D96E49A905CB981FB,3440.4252868316375
bitcoinaddress_D43F74397616F6863029745915EF09FCCD265301,3440.1807076942514
bitcoinaddress_0E6353728432723DC0F857694F5B9851EB0D8648,3431.024510671971
bitcoinaddress_593095596D51F6A97E28529D0658BD04EB161ED1,3419.8319184272336
bitcoinaddress_0D2C815E3ACA96576569AA62D5FD06AD1116A5D7,3412.6105223350773
bitcoinaddress_022E9A9220A9665C3F35B0CCE411BC7D1A9C2AEA,3401.2842918172146
bitcoinaddress_DD71E46C3F7E8282A3F025D0690C7C88D4F92FEC,3392.562991612117
bitcoinaddress_E51A8B00E342FE4DB10CBD5E1BD396A21A3A8E3C,3375.605864415104
bitcoinaddress_FDE0F941D9D98009917485EF23D8E31F59AB2498,3360.035033630487
bitcoinaddress_2959688AF8FCAE2E5D52770AE305BD6C1BA7C2BE,3322.5652926393554
bitcoinaddress_17AB75E89C46B541CFA1F3D9EB242DF02F892054,3320.3779952948844
bitcoinaddress_E0DFB08EAB9CB4041C761E5A756F3106F2B68963,3274.2182863592116
bitcoinaddress_F8792403D21CA8ED44201361E2996E3055B9622C,3269.7812148283224
bitcoinaddress_52D1C7E82506DB2377F61984E32B233FE7EFDB62,3241.582125026586
bitcoinaddress_F4E15AE532B36CCFACA8E81F32A5719949E33001,3212.368894201575
bitcoinaddress_4194FE9AD5FEDD42CBFD5050578F92D6314ADE40,3202.0439867459518
bitcoinaddress_C02B81790E2B4F8782DC3E4CBAA988C939FC58ED,3195.923747538628
bitcoinaddress_9F89F931C2127A7962D3D2C52839D8FCE2135CE8,3188.99490992525
bitcoinaddress_4C956E4D3852688BD26CAB6D279E408E07478AC8,3187.7645401395334
bitcoinaddress_86F51F2ABE850FCB2A1A5365737515997A29CA55,3172.000104229704
bitcoinaddress_C2EA0FCC529F67CF68A20CB0F373ED88482F7D52,3148.402587105006
bitcoinaddress_AACF1D5E46D08E9539DAD96515C3037B92E74F5A,3131.582618195844
bitcoinaddress_2848C6342F18AC30C5FA6E336C070CF3222B6703,3122.624865361773
bitcoinaddress_BB3AE2A5B6CD3CE97A627C70395D2BC52A69DD56,3096.9426965036155
bitcoinaddress_76EA0414B7C8B672C7FC27BD02AA590BB968E36E,3071.3706626314415
bitcoinaddress_9E23A60FDC684030A606961D85774C1EB036F912,3068.35515486532
bitcoinaddress_5101003D03D8D8C3D0691E7D98762308755A24CE,3054.650288255611
